REF_DATE,CITY,PROVINCE,Type of fuel,VALUE
Mar-01,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,74.4
Mar-01,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,68.2
Mar-01,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,67.5
Mar-01,Charlottetown and Summerside, Prince Edward Island,Household heating fuel,50.7
Mar-01,Halifax, Nova Scotia,Regular Unleaded,77.7
Mar-01,Halifax, Nova Scotia,Regular Unleaded,74.9
Mar-01,Halifax, Nova Scotia,Premium Unleaded,83.7
Mar-01,Halifax, Nova Scotia,Premium Unleaded,81.5
Mar-01,Halifax, Nova Scotia,Diesel Fuel,76.9
Mar-01,Halifax, Nova Scotia,Household heating fuel,56.4
Mar-01,Saint John, New Brunswick,Regular Unleaded,71.8
Mar-01,Saint John, New Brunswick,Regular Unleaded,69.8
Mar-01,Saint John, New Brunswick,Premium Unleaded,78.3
Mar-01,Saint John, New Brunswick,Premium Unleaded,76.9
Mar-01,Saint John, New Brunswick,Diesel Fuel,72.9
Mar-01,Saint John, New Brunswick,Household heating fuel,60.5
Mar-01,Québec, Quebec,Regular Unleaded,78.7
Mar-01,Québec, Quebec,Regular Unleaded,78.4
Mar-01,Québec, Quebec,Premium Unleaded,85.9
Mar-01,Québec, Quebec,Premium Unleaded,85.8
Mar-01,Québec, Quebec,Diesel Fuel,77.9
Mar-01,Québec, Quebec,Diesel Fuel,77.8
Mar-01,Québec, Quebec,Household heating fuel,51.1
Mar-01,Montréal, Quebec,Regular Unleaded,77.4
Mar-01,Montréal, Quebec,Regular Unleaded,76.1
Mar-01,Montréal, Quebec,Premium Unleaded,85.0
Mar-01,Montréal, Quebec,Premium Unleaded,83.0
Mar-01,Montréal, Quebec,Diesel Fuel,77.4
Mar-01,Montréal, Quebec,Diesel Fuel,78.9
Mar-01,Montréal, Quebec,Household heating fuel,52.3
Mar-01,Ottawa-Gatineau, Ontario part,Regular Unleaded,68.9
Mar-01,Ottawa-Gatineau, Ontario part,Regular Unleaded,66.0
Mar-01,Ottawa-Gatineau, Ontario part,Premium Unleaded,79.3
Mar-01,Ottawa-Gatineau, Ontario part,Premium Unleaded,76.4
Mar-01,Ottawa-Gatineau, Ontario part,Diesel Fuel,68.7
Mar-01,Ottawa-Gatineau, Ontario part,Diesel Fuel,69.7
Mar-01,Ottawa-Gatineau, Ontario part,Household heating fuel,59.8
Mar-01,Toronto, Ontario,Regular Unleaded,68.8
Mar-01,Toronto, Ontario,Regular Unleaded,67.3
Mar-01,Toronto, Ontario,Premium Unleaded,79.0
Mar-01,Toronto, Ontario,Premium Unleaded,77.2
Mar-01,Toronto, Ontario,Diesel Fuel,68.9
Mar-01,Toronto, Ontario,Diesel Fuel,70.3
Mar-01,Toronto, Ontario,Household heating fuel,60.9
Mar-01,Thunder Bay, Ontario,Regular Unleaded,73.6
Mar-01,Thunder Bay, Ontario,Regular Unleaded,71.1
Mar-01,Thunder Bay, Ontario,Premium Unleaded,85.3
Mar-01,Thunder Bay, Ontario,Premium Unleaded,80.7
Mar-01,Thunder Bay, Ontario,Household heating fuel,54.6
Mar-01,Winnipeg, Manitoba,Regular Unleaded,65.9
Mar-01,Winnipeg, Manitoba,Regular Unleaded,64.6
Mar-01,Winnipeg, Manitoba,Premium Unleaded,75.8
Mar-01,Winnipeg, Manitoba,Premium Unleaded,74.3
Mar-01,Winnipeg, Manitoba,Diesel Fuel,67.7
Mar-01,Winnipeg, Manitoba,Diesel Fuel,66.8
Mar-01,Winnipeg, Manitoba,Household heating fuel,60.2
Mar-01,Regina, Saskatchewan,Regular Unleaded,70.8
Mar-01,Regina, Saskatchewan,Regular Unleaded,69.6
Mar-01,Regina, Saskatchewan,Premium Unleaded,79.7
Mar-01,Regina, Saskatchewan,Premium Unleaded,80.1
Mar-01,Regina, Saskatchewan,Diesel Fuel,71.2
Mar-01,Regina, Saskatchewan,Diesel Fuel,70.6
Mar-01,Regina, Saskatchewan,Household heating fuel,57.7
Mar-01,Saskatoon, Saskatchewan,Regular Unleaded,70.6
Mar-01,Saskatoon, Saskatchewan,Regular Unleaded,70.6
Mar-01,Saskatoon, Saskatchewan,Premium Unleaded,80.6
Mar-01,Saskatoon, Saskatchewan,Premium Unleaded,80.2
Mar-01,Saskatoon, Saskatchewan,Diesel Fuel,69.9
Mar-01,Saskatoon, Saskatchewan,Household heating fuel,56.8
Mar-01,Edmonton, Alberta,Regular Unleaded,63.4
Mar-01,Edmonton, Alberta,Regular Unleaded,61.9
Mar-01,Edmonton, Alberta,Premium Unleaded,73.3
Mar-01,Edmonton, Alberta,Premium Unleaded,71.3
Mar-01,Edmonton, Alberta,Diesel Fuel,63.9
Mar-01,Edmonton, Alberta,Diesel Fuel,63.4
Mar-01,Calgary, Alberta,Regular Unleaded,64.1
Mar-01,Calgary, Alberta,Regular Unleaded,62.7
Mar-01,Calgary, Alberta,Premium Unleaded,73.4
Mar-01,Calgary, Alberta,Premium Unleaded,72.2
Mar-01,Calgary, Alberta,Diesel Fuel,63.7
Mar-01,Calgary, Alberta,Diesel Fuel,63.5
Mar-01,Vancouver, British Columbia,Regular Unleaded,69.6
Mar-01,Vancouver, British Columbia,Regular Unleaded,66.5
Mar-01,Vancouver, British Columbia,Premium Unleaded,80.0
Mar-01,Vancouver, British Columbia,Premium Unleaded,76.7
Mar-01,Vancouver, British Columbia,Diesel Fuel,68.7
Mar-01,Vancouver, British Columbia,Diesel Fuel,68.5
Mar-01,Vancouver, British Columbia,Household heating fuel,60.0
Mar-01,Victoria, British Columbia,Regular Unleaded,74.0
Mar-01,Victoria, British Columbia,Regular Unleaded,73.0
Mar-01,Victoria, British Columbia,Premium Unleaded,84.1
Mar-01,Victoria, British Columbia,Premium Unleaded,83.4
Mar-01,Victoria, British Columbia,Diesel Fuel,72.2
Mar-01,Victoria, British Columbia,Diesel Fuel,70.9
Mar-01,Victoria, British Columbia,Household heating fuel,59.1
Mar-01,Whitehorse, Yukon,Regular Unleaded,83.3
Mar-01,Whitehorse, Yukon,Regular Unleaded,81.7
Mar-01,Whitehorse, Yukon,Premium Unleaded,91.4
Mar-01,Whitehorse, Yukon,Premium Unleaded,89.5
Mar-01,Whitehorse, Yukon,Diesel Fuel,77.9
Mar-01,Whitehorse, Yukon,Diesel Fuel,78.7
Mar-01,Whitehorse, Yukon,Household heating fuel,64.0
Mar-01,Yellowknife, Northwest Territories,Regular Unleaded,87.9
Mar-01,Yellowknife, Northwest Territories,Regular Unleaded,87.5
Mar-01,Yellowknife, Northwest Territories,Premium Unleaded,93.1
Mar-01,Yellowknife, Northwest Territories,Premium Unleaded,95.1
Mar-01,Yellowknife, Northwest Territories,Diesel Fuel,81.9
Mar-01,Yellowknife, Northwest Territories,Diesel Fuel,77.9
Mar-01,Yellowknife, Northwest Territories,Household heating fuel,52.3
Apr-01,St. John's, Newfoundland and Labrador,Regular Unleaded,85.4
Apr-01,St. John's, Newfoundland and Labrador,Regular Unleaded,83.1
Apr-01,St. John's, Newfoundland and Labrador,Premium Unleaded,92.1
Apr-01,St. John's, Newfoundland and Labrador,Premium Unleaded,89.8
Apr-01,St. John's, Newfoundland and Labrador,Diesel Fuel,85.4
Apr-01,St. John's, Newfoundland and Labrador,Household heating fuel,55.6
Apr-01,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,74.1
Apr-01,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,72.8
Apr-01,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,78.3
Apr-01,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,76.8
Apr-01,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,70.7
Apr-01,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,70.1
Apr-01,Charlottetown and Summerside, Prince Edward Island,Household heating fuel,53.4
Apr-01,Halifax, Nova Scotia,Regular Unleaded,81.7
Apr-01,Halifax, Nova Scotia,Regular Unleaded,78.2
Apr-01,Halifax, Nova Scotia,Premium Unleaded,87.8
Apr-01,Halifax, Nova Scotia,Premium Unleaded,84.8
Apr-01,Halifax, Nova Scotia,Diesel Fuel,75.4
Apr-01,Halifax, Nova Scotia,Household heating fuel,56.3
Apr-01,Saint John, New Brunswick,Regular Unleaded,77.0
Apr-01,Saint John, New Brunswick,Regular Unleaded,75.2
Apr-01,Saint John, New Brunswick,Premium Unleaded,83.1
Apr-01,Saint John, New Brunswick,Premium Unleaded,81.6
Apr-01,Saint John, New Brunswick,Diesel Fuel,72.9
Apr-01,Saint John, New Brunswick,Household heating fuel,60.1
Apr-01,Québec, Quebec,Regular Unleaded,81.5
Apr-01,Québec, Quebec,Regular Unleaded,81.9
Apr-01,Québec, Quebec,Premium Unleaded,88.8
Apr-01,Québec, Quebec,Premium Unleaded,89.3
Apr-01,Québec, Quebec,Diesel Fuel,76.7
Apr-01,Québec, Quebec,Diesel Fuel,75.9
Apr-01,Québec, Quebec,Household heating fuel,48.6
Apr-01,Montréal, Quebec,Regular Unleaded,82.9
Apr-01,Montréal, Quebec,Regular Unleaded,81.3
Apr-01,Montréal, Quebec,Premium Unleaded,90.4
Apr-01,Montréal, Quebec,Premium Unleaded,88.1
Apr-01,Montréal, Quebec,Diesel Fuel,75.9
Apr-01,Montréal, Quebec,Diesel Fuel,75.5
Apr-01,Montréal, Quebec,Household heating fuel,50.9
Apr-01,Ottawa-Gatineau, Ontario part,Regular Unleaded,74.6
Apr-01,Ottawa-Gatineau, Ontario part,Regular Unleaded,71.3
Apr-01,Ottawa-Gatineau, Ontario part,Premium Unleaded,84.5
Apr-01,Ottawa-Gatineau, Ontario part,Premium Unleaded,81.5
Apr-01,Ottawa-Gatineau, Ontario part,Diesel Fuel,66.9
Apr-01,Ottawa-Gatineau, Ontario part,Diesel Fuel,69.2
Apr-01,Ottawa-Gatineau, Ontario part,Household heating fuel,58.4
Apr-01,Toronto, Ontario,Regular Unleaded,77.0
Apr-01,Toronto, Ontario,Regular Unleaded,75.4
Apr-01,Toronto, Ontario,Premium Unleaded,87.4
Apr-01,Toronto, Ontario,Premium Unleaded,85.2
Apr-01,Toronto, Ontario,Diesel Fuel,68.2
Apr-01,Toronto, Ontario,Diesel Fuel,72.4
Apr-01,Toronto, Ontario,Household heating fuel,56.4
Apr-01,Thunder Bay, Ontario,Regular Unleaded,79.1
Apr-01,Thunder Bay, Ontario,Regular Unleaded,76.5
Apr-01,Thunder Bay, Ontario,Premium Unleaded,89.4
Apr-01,Thunder Bay, Ontario,Premium Unleaded,86.1
Apr-01,Thunder Bay, Ontario,Household heating fuel,54.4
Apr-01,Winnipeg, Manitoba,Regular Unleaded,65.4
Apr-01,Winnipeg, Manitoba,Regular Unleaded,63.4
Apr-01,Winnipeg, Manitoba,Premium Unleaded,76.0
Apr-01,Winnipeg, Manitoba,Premium Unleaded,73.6
Apr-01,Winnipeg, Manitoba,Diesel Fuel,67.7
Apr-01,Winnipeg, Manitoba,Diesel Fuel,67.7
Apr-01,Winnipeg, Manitoba,Household heating fuel,60.2
Apr-01,Regina, Saskatchewan,Regular Unleaded,68.8
Apr-01,Regina, Saskatchewan,Regular Unleaded,68.6
Apr-01,Regina, Saskatchewan,Premium Unleaded,78.5
Apr-01,Regina, Saskatchewan,Premium Unleaded,78.7
Apr-01,Regina, Saskatchewan,Diesel Fuel,70.2
Apr-01,Regina, Saskatchewan,Diesel Fuel,69.9
Apr-01,Regina, Saskatchewan,Household heating fuel,55.8
Apr-01,Saskatoon, Saskatchewan,Regular Unleaded,69.4
Apr-01,Saskatoon, Saskatchewan,Regular Unleaded,69.1
Apr-01,Saskatoon, Saskatchewan,Premium Unleaded,79.4
Apr-01,Saskatoon, Saskatchewan,Premium Unleaded,78.8
Apr-01,Saskatoon, Saskatchewan,Diesel Fuel,67.9
Apr-01,Saskatoon, Saskatchewan,Household heating fuel,55.9
Apr-01,Edmonton, Alberta,Regular Unleaded,62.6
Apr-01,Edmonton, Alberta,Regular Unleaded,61.3
Apr-01,Edmonton, Alberta,Premium Unleaded,72.1
Apr-01,Edmonton, Alberta,Premium Unleaded,71.0
Apr-01,Edmonton, Alberta,Diesel Fuel,63.9
Apr-01,Edmonton, Alberta,Diesel Fuel,62.4
Apr-01,Calgary, Alberta,Regular Unleaded,63.5
Apr-01,Calgary, Alberta,Regular Unleaded,62.6
Apr-01,Calgary, Alberta,Premium Unleaded,73.4
Apr-01,Calgary, Alberta,Premium Unleaded,72.3
Apr-01,Calgary, Alberta,Diesel Fuel,63.2
Apr-01,Calgary, Alberta,Diesel Fuel,61.9
Apr-01,Vancouver, British Columbia,Regular Unleaded,73.7
Apr-01,Vancouver, British Columbia,Regular Unleaded,70.6
Apr-01,Vancouver, British Columbia,Premium Unleaded,84.1
Apr-01,Vancouver, British Columbia,Premium Unleaded,80.8
Apr-01,Vancouver, British Columbia,Diesel Fuel,67.9
Apr-01,Vancouver, British Columbia,Diesel Fuel,66.9
Apr-01,Vancouver, British Columbia,Household heating fuel,58.6
Apr-01,Victoria, British Columbia,Regular Unleaded,74.1
Apr-01,Victoria, British Columbia,Regular Unleaded,73.1
Apr-01,Victoria, British Columbia,Premium Unleaded,84.2
Apr-01,Victoria, British Columbia,Premium Unleaded,83.5
Apr-01,Victoria, British Columbia,Diesel Fuel,72.2
Apr-01,Victoria, British Columbia,Diesel Fuel,70.9
Apr-01,Victoria, British Columbia,Household heating fuel,57.7
Apr-01,Whitehorse, Yukon,Regular Unleaded,81.3
Apr-01,Whitehorse, Yukon,Regular Unleaded,80.2
Apr-01,Whitehorse, Yukon,Premium Unleaded,90.2
Apr-01,Whitehorse, Yukon,Premium Unleaded,88.2
Apr-01,Whitehorse, Yukon,Diesel Fuel,77.4
Apr-01,Whitehorse, Yukon,Diesel Fuel,77.9
Apr-01,Whitehorse, Yukon,Household heating fuel,62.2
Apr-01,Yellowknife, Northwest Territories,Regular Unleaded,87.9
Apr-01,Yellowknife, Northwest Territories,Regular Unleaded,87.5
Apr-01,Yellowknife, Northwest Territories,Premium Unleaded,93.6
Apr-01,Yellowknife, Northwest Territories,Premium Unleaded,95.6
Apr-01,Yellowknife, Northwest Territories,Diesel Fuel,81.9
Apr-01,Yellowknife, Northwest Territories,Diesel Fuel,77.9
Apr-01,Yellowknife, Northwest Territories,Household heating fuel,51.1
May-01,St. John's, Newfoundland and Labrador,Regular Unleaded,90.5
May-01,St. John's, Newfoundland and Labrador,Regular Unleaded,88.4
May-01,St. John's, Newfoundland and Labrador,Premium Unleaded,97.2
May-01,St. John's, Newfoundland and Labrador,Premium Unleaded,95.2
May-01,St. John's, Newfoundland and Labrador,Diesel Fuel,84.9
May-01,St. John's, Newfoundland and Labrador,Household heating fuel,55.7
May-01,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,76.4
May-01,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,74.9
May-01,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,80.5
May-01,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,79.1
May-01,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,72.8
May-01,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,72.1
May-01,Charlottetown and Summerside, Prince Edward Island,Household heating fuel,52.3
May-01,Halifax, Nova Scotia,Regular Unleaded,84.9
May-01,Halifax, Nova Scotia,Regular Unleaded,82.1
May-01,Halifax, Nova Scotia,Premium Unleaded,90.4
May-01,Halifax, Nova Scotia,Premium Unleaded,88.4
May-01,Halifax, Nova Scotia,Diesel Fuel,74.9
May-01,Halifax, Nova Scotia,Household heating fuel,56.7
May-01,Saint John, New Brunswick,Regular Unleaded,83.2
May-01,Saint John, New Brunswick,Regular Unleaded,80.4
May-01,Saint John, New Brunswick,Premium Unleaded,88.3
May-01,Saint John, New Brunswick,Premium Unleaded,87.4
May-01,Saint John, New Brunswick,Diesel Fuel,75.4
May-01,Saint John, New Brunswick,Household heating fuel,59.7
May-01,Québec, Quebec,Regular Unleaded,85.8
May-01,Québec, Quebec,Regular Unleaded,84.7
May-01,Québec, Quebec,Premium Unleaded,93.1
May-01,Québec, Quebec,Premium Unleaded,92.3
May-01,Québec, Quebec,Diesel Fuel,75.9
May-01,Québec, Quebec,Diesel Fuel,75.4
May-01,Québec, Quebec,Household heating fuel,48.6
May-01,Montréal, Quebec,Regular Unleaded,85.7
May-01,Montréal, Quebec,Regular Unleaded,84.5
May-01,Montréal, Quebec,Premium Unleaded,93.3
May-01,Montréal, Quebec,Premium Unleaded,91.0
May-01,Montréal, Quebec,Diesel Fuel,74.9
May-01,Montréal, Quebec,Diesel Fuel,74.8
May-01,Montréal, Quebec,Household heating fuel,50.2
May-01,Ottawa-Gatineau, Ontario part,Regular Unleaded,78.0
May-01,Ottawa-Gatineau, Ontario part,Regular Unleaded,74.9
May-01,Ottawa-Gatineau, Ontario part,Premium Unleaded,88.5
May-01,Ottawa-Gatineau, Ontario part,Premium Unleaded,85.1
May-01,Ottawa-Gatineau, Ontario part,Diesel Fuel,66.9
May-01,Ottawa-Gatineau, Ontario part,Diesel Fuel,67.9
May-01,Ottawa-Gatineau, Ontario part,Household heating fuel,57.7
May-01,Toronto, Ontario,Regular Unleaded,80.3
May-01,Toronto, Ontario,Regular Unleaded,78.8
May-01,Toronto, Ontario,Premium Unleaded,90.9
May-01,Toronto, Ontario,Premium Unleaded,89.0
May-01,Toronto, Ontario,Diesel Fuel,67.9
May-01,Toronto, Ontario,Diesel Fuel,73.6
May-01,Toronto, Ontario,Household heating fuel,54.8
May-01,Thunder Bay, Ontario,Regular Unleaded,84.4
May-01,Thunder Bay, Ontario,Regular Unleaded,81.3
May-01,Thunder Bay, Ontario,Premium Unleaded,94.3
May-01,Thunder Bay, Ontario,Premium Unleaded,90.8
May-01,Thunder Bay, Ontario,Household heating fuel,53.7
May-01,Winnipeg, Manitoba,Regular Unleaded,72.7
May-01,Winnipeg, Manitoba,Regular Unleaded,71.9
May-01,Winnipeg, Manitoba,Premium Unleaded,82.2
May-01,Winnipeg, Manitoba,Premium Unleaded,81.9
May-01,Winnipeg, Manitoba,Diesel Fuel,67.7
May-01,Winnipeg, Manitoba,Diesel Fuel,67.4
May-01,Winnipeg, Manitoba,Household heating fuel,60.5
May-01,Regina, Saskatchewan,Regular Unleaded,78.0
May-01,Regina, Saskatchewan,Regular Unleaded,77.0
May-01,Regina, Saskatchewan,Premium Unleaded,87.5
May-01,Regina, Saskatchewan,Premium Unleaded,87.1
May-01,Regina, Saskatchewan,Diesel Fuel,70.2
May-01,Regina, Saskatchewan,Diesel Fuel,70.6
May-01,Regina, Saskatchewan,Household heating fuel,53.1
May-01,Saskatoon, Saskatchewan,Regular Unleaded,78.0
May-01,Saskatoon, Saskatchewan,Regular Unleaded,77.7
May-01,Saskatoon, Saskatchewan,Premium Unleaded,87.7
May-01,Saskatoon, Saskatchewan,Premium Unleaded,87.6
May-01,Saskatoon, Saskatchewan,Diesel Fuel,68.9
May-01,Saskatoon, Saskatchewan,Household heating fuel,56.0
May-01,Edmonton, Alberta,Regular Unleaded,69.3
May-01,Edmonton, Alberta,Regular Unleaded,68.8
May-01,Edmonton, Alberta,Premium Unleaded,78.4
May-01,Edmonton, Alberta,Premium Unleaded,78.7
May-01,Edmonton, Alberta,Diesel Fuel,63.9
May-01,Edmonton, Alberta,Diesel Fuel,62.4
May-01,Calgary, Alberta,Regular Unleaded,71.3
May-01,Calgary, Alberta,Regular Unleaded,70.8
May-01,Calgary, Alberta,Premium Unleaded,81.2
May-01,Calgary, Alberta,Premium Unleaded,80.5
May-01,Calgary, Alberta,Diesel Fuel,63.2
May-01,Calgary, Alberta,Diesel Fuel,61.4
May-01,Vancouver, British Columbia,Regular Unleaded,72.7
May-01,Vancouver, British Columbia,Regular Unleaded,73.4
May-01,Vancouver, British Columbia,Premium Unleaded,83.0
May-01,Vancouver, British Columbia,Premium Unleaded,83.6
May-01,Vancouver, British Columbia,Diesel Fuel,66.9
May-01,Vancouver, British Columbia,Diesel Fuel,66.9
May-01,Vancouver, British Columbia,Household heating fuel,59.6
May-01,Victoria, British Columbia,Regular Unleaded,77.7
May-01,Victoria, British Columbia,Regular Unleaded,76.5
May-01,Victoria, British Columbia,Premium Unleaded,87.7
May-01,Victoria, British Columbia,Premium Unleaded,87.0
May-01,Victoria, British Columbia,Diesel Fuel,72.2
May-01,Victoria, British Columbia,Diesel Fuel,70.9
May-01,Victoria, British Columbia,Household heating fuel,57.3
May-01,Whitehorse, Yukon,Regular Unleaded,84.8
May-01,Whitehorse, Yukon,Regular Unleaded,81.9
May-01,Whitehorse, Yukon,Premium Unleaded,92.7
May-01,Whitehorse, Yukon,Premium Unleaded,89.9
May-01,Whitehorse, Yukon,Diesel Fuel,77.9
May-01,Whitehorse, Yukon,Diesel Fuel,77.7
May-01,Whitehorse, Yukon,Household heating fuel,64.1
May-01,Yellowknife, Northwest Territories,Regular Unleaded,88.8
May-01,Yellowknife, Northwest Territories,Regular Unleaded,88.6
May-01,Yellowknife, Northwest Territories,Premium Unleaded,94.6
May-01,Yellowknife, Northwest Territories,Premium Unleaded,97.1
May-01,Yellowknife, Northwest Territories,Diesel Fuel,81.9
May-01,Yellowknife, Northwest Territories,Diesel Fuel,78.9
May-01,Yellowknife, Northwest Territories,Household heating fuel,51.8
Jun-01,St. John's, Newfoundland and Labrador,Regular Unleaded,87.6
Jun-01,St. John's, Newfoundland and Labrador,Regular Unleaded,85.1
Jun-01,St. John's, Newfoundland and Labrador,Premium Unleaded,94.1
Jun-01,St. John's, Newfoundland and Labrador,Premium Unleaded,91.4
Jun-01,St. John's, Newfoundland and Labrador,Diesel Fuel,84.4
Jun-01,St. John's, Newfoundland and Labrador,Household heating fuel,55.7
Jun-01,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,77.6
Jun-01,Charlottetown and Summerside, Prince Edward Island,Regular Unleaded,76.4
Jun-01,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,81.8
Jun-01,Charlottetown and Summerside, Prince Edward Island,Premium Unleaded,80.6
Jun-01,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,74.4
Jun-01,Charlottetown and Summerside, Prince Edward Island,Diesel Fuel,73.4
Jun-01,Charlottetown and Summerside, Prince Edward Island,Household heating fuel,52.3
Jun-01,Halifax, Nova Scotia,Regular Unleaded,80.2
Jun-01,Halifax, Nova Scotia,Regular Unleaded,77.2
Jun-01,Halifax, Nova Scotia,Premium Unleaded,85.2
Jun-01,Halifax, Nova Scotia,Premium Unleaded,83.2
Jun-01,Halifax, Nova Scotia,Diesel Fuel,77.9
Jun-01,Halifax, Nova Scotia,Household heating fuel,56.7
Jun-01,Saint John, New Brunswick,Regular Unleaded,77.6
Jun-01,Saint John, New Brunswick,Regular Unleaded,75.8
Jun-01,Saint John, New Brunswick,Premium Unleaded,84.0
Jun-01,Saint John, New Brunswick,Premium Unleaded,82.6
Jun-01,Saint John, New Brunswick,Diesel Fuel,74.9
Jun-01,Saint John, New Brunswick,Household heating fuel,59.7
Jun-01,Québec, Quebec,Regular Unleaded,80.3
Jun-01,Québec, Quebec,Regular Unleaded,78.7
Jun-01,Québec, Quebec,Premium Unleaded,87.6
Jun-01,Québec, Quebec,Premium Unleaded,85.8
Jun-01,Québec, Quebec,Diesel Fuel,75.2
Jun-01,Québec, Quebec,Diesel Fuel,74.2
Jun-01,Québec, Quebec,Household heating fuel,48.6
Jun-01,Montréal, Quebec,Regular Unleaded,77.5
Jun-01,Montréal, Quebec,Regular Unleaded,75.5
Jun-01,Montréal, Quebec,Premium Unleaded,85.1
Jun-01,Montréal, Quebec,Premium Unleaded,81.4
Jun-01,Montréal, Quebec,Diesel Fuel,74.3
Jun-01,Montréal, Quebec,Diesel Fuel,73.7
Jun-01,Montréal, Quebec,Household heating fuel,50.2
Jun-01,Ottawa-Gatineau, Ontario part,Regular Unleaded,71.0
Jun-01,Ottawa-Gatineau, Ontario part,Regular Unleaded,68.8
Jun-01,Ottawa-Gatineau, Ontario part,Premium Unleaded,81.0
Jun-01,Ottawa-Gatineau, Ontario part,Premium Unleaded,79.1
Jun-01,Ottawa-Gatineau, Ontario part,Diesel Fuel,66.9
Jun-01,Ottawa-Gatineau, Ontario part,Diesel Fuel,67.9
Jun-01,Ottawa-Gatineau, Ontario part,Household heating fuel,57.7
Jun-01,Toronto, Ontario,Regular Unleaded,70.9
Jun-01,Toronto, Ontario,Regular Unleaded,69.2
Jun-01,Toronto, Ontario,Premium Unleaded,81.9
Jun-01,Toronto, Ontario,Premium Unleaded,79.2
Jun-01,Toronto, Ontario,Diesel Fuel,68.0
Jun-01,Toronto, Ontario,Diesel Fuel,66.9
Jun-01,Toronto, Ontario,Household heating fuel,54.8
Jun-01,Thunder Bay, Ontario,Regular Unleaded,85.5
Jun-01,Thunder Bay, Ontario,Regular Unleaded,81.8
Jun-01,Thunder Bay, Ontario,Premium Unleaded,95.1
Jun-01,Thunder Bay, Ontario,Premium Unleaded,91.4
Jun-01,Thunder Bay, Ontario,Household heating fuel,53.7
Jun-01,Winnipeg, Manitoba,Regular Unleaded,77.0
Jun-01,Winnipeg, Manitoba,Regular Unleaded,75.6
Jun-01,Winnipeg, Manitoba,Premium Unleaded,86.3
Jun-01,Winnipeg, Manitoba,Premium Unleaded,85.5
Jun-01,Winnipeg, Manitoba,Diesel Fuel,69.2
Jun-01,Winnipeg, Manitoba,Diesel Fuel,68.4
Jun-01,Winnipeg, Manitoba,Household heating fuel,60.5
Jun-01,Regina, Saskatchewan,Regular Unleaded,81.0
Jun-01,Regina, Saskatchewan,Regular Unleaded,81.1
Jun-01,Regina, Saskatchewan,Premium Unleaded,91.0
Jun-01,Regina, Saskatchewan,Premium Unleaded,91.4
Jun-01,Regina, Saskatchewan,Diesel Fuel,70.9
Jun-01,Regina, Saskatchewan,Diesel Fuel,70.6
Jun-01,Regina, Saskatchewan,Household heating fuel,53.1
Jun-01,Saskatoon, Saskatchewan,Regular Unleaded,82.1
Jun-01,Saskatoon, Saskatchewan,Regular Unleaded,81.9
Jun-01,Saskatoon, Saskatchewan,Premium Unleaded,90.9
Jun-01,Saskatoon, Saskatchewan,Premium Unleaded,91.7
Jun-01,Saskatoon, Saskatchewan,Diesel Fuel,68.9
Jun-01,Saskatoon, Saskatchewan,Household heating fuel,56.0
Jun-01,Edmonton, Alberta,Regular Unleaded,69.9
Jun-01,Edmonton, Alberta,Regular Unleaded,69.3
Jun-01,Edmonton, Alberta,Premium Unleaded,80.1
Jun-01,Edmonton, Alberta,Premium Unleaded,78.9
Jun-01,Edmonton, Alberta,Diesel Fuel,64.9
Jun-01,Edmonton, Alberta,Diesel Fuel,64.4
Jun-01,Calgary, Alberta,Regular Unleaded,76.5
Jun-01,Calgary, Alberta,Regular Unleaded,75.4
Jun-01,Calgary, Alberta,Premium Unleaded,86.2
Jun-01,Calgary, Alberta,Premium Unleaded,84.8
Jun-01,Calgary, Alberta,Diesel Fuel,63.9
Jun-01,Calgary, Alberta,Diesel Fuel,63.7
Jun-01,Vancouver, British Columbia,Regular Unleaded,79.4
Jun-01,Vancouver, British Columbia,Regular Unleaded,76.9
Jun-01,Vancouver, British Columbia,Premium Unleaded,89.8
Jun-01,Vancouver, British Columbia,Premium Unleaded,87.2
Jun-01,Vancouver, British Columbia,Diesel Fuel,66.9
Jun-01,Vancouver, British Columbia,Diesel Fuel,67.2
Jun-01,Vancouver, British Columbia,Household heating fuel,59.6
Jun-01,Victoria, British Columbia,Regular Unleaded,83.5
Jun-01,Victoria, British Columbia,Regular Unleaded,82.4
Jun-01,Victoria, British Columbia,Premium Unleaded,93.6
Jun-01,Victoria, British Columbia,Premium Unleaded,92.9
Jun-01,Victoria, British Columbia,Diesel Fuel,72.2
