REF_DATE,CITY,PROVINCE,PROVINCES,Type of fuel,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,COORDINATE,VALUE
Mar-96,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,61.8
Mar-96,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.2,59.1
Mar-96,St. John's, Newfoundland and Labrador,,Premium Unleaded,Cents per litre,57,units,0,2.3,70
Mar-96,St. John's, Newfoundland and Labrador,,Premium Unleaded,Cents per litre,57,units,0,2.4,67.4
Mar-96,St. John's, Newfoundland and Labrador,,Diesel Fuel,Cents per litre,57,units,0,2.5,69.1
Mar-96,St. John's, Newfoundland and Labrador,,Household heating fuel,Cents per litre,57,units,0,2.7,38.7
Mar-96,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,59.3
Mar-96,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.2,58.4
Mar-96,Charlottetown and Summerside, Prince Edward Island,,Premium Unleaded,Cents per litre,57,units,0,3.3,63.4
Mar-96,Charlottetown and Summerside, Prince Edward Island,,Premium Unleaded,Cents per litre,57,units,0,3.4,62.5
Mar-96,Charlottetown and Summerside, Prince Edward Island,,Diesel Fuel,Cents per litre,57,units,0,3.5,58.3
Mar-96,Charlottetown and Summerside, Prince Edward Island,,Diesel Fuel,Cents per litre,57,units,0,3.6,58.2
Mar-96,Charlottetown and Summerside, Prince Edward Island,,Household heating fuel,Cents per litre,57,units,0,3.7,35.4
Mar-96,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,49.4
Mar-96,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.2,47.2
Mar-96,Halifax, Nova Scotia,,Premium Unleaded,Cents per litre,57,units,0,4.3,57.8
Mar-96,Halifax, Nova Scotia,,Premium Unleaded,Cents per litre,57,units,0,4.4,55.4
Mar-96,Halifax, Nova Scotia,,Diesel Fuel,Cents per litre,57,units,0,4.5,53.9
Mar-96,Halifax, Nova Scotia,,Household heating fuel,Cents per litre,57,units,0,4.7,36.7
Mar-96,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,53.1
Mar-96,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.2,51.9
Mar-96,Saint John, New Brunswick,,Premium Unleaded,Cents per litre,57,units,0,5.3,61.1
Mar-96,Saint John, New Brunswick,,Premium Unleaded,Cents per litre,57,units,0,5.4,59.9
Mar-96,Saint John, New Brunswick,,Diesel Fuel,Cents per litre,57,units,0,5.5,56.5
Mar-96,Saint John, New Brunswick,,Household heating fuel,Cents per litre,57,units,0,5.7,40.3
Mar-96,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,57.4
Mar-96,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.2,57.2
Mar-96,Québec, Quebec,,Premium Unleaded,Cents per litre,57,units,0,6.3,68
Mar-96,Québec, Quebec,,Premium Unleaded,Cents per litre,57,units,0,6.4,66.7
Mar-96,Québec, Quebec,,Diesel Fuel,Cents per litre,57,units,0,6.5,55.1
Mar-96,Québec, Quebec,,Diesel Fuel,Cents per litre,57,units,0,6.6,55.4
Mar-96,Québec, Quebec,,Household heating fuel,Cents per litre,57,units,0,6.7,36.9
Mar-96,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,59.9
Mar-96,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.2,59.5
Mar-96,Montréal, Quebec,,Premium Unleaded,Cents per litre,57,units,0,7.3,70.4
Mar-96,Montréal, Quebec,,Premium Unleaded,Cents per litre,57,units,0,7.4,69.7
Mar-96,Montréal, Quebec,,Diesel Fuel,Cents per litre,57,units,0,7.5,54.4
Mar-96,Montréal, Quebec,,Diesel Fuel,Cents per litre,57,units,0,7.6,54.4
Mar-96,Montréal, Quebec,,Household heating fuel,Cents per litre,57,units,0,7.7,33.3
Mar-96,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,55.1
Mar-96,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.2,52.8
Mar-96,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Premium Unleaded,Cents per litre,57,units,0,8.3,64.5
Mar-96,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Premium Unleaded,Cents per litre,57,units,0,8.4,62.7
Mar-96,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Diesel Fuel,Cents per litre,57,units,0,8.5,53.6
Mar-96,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Diesel Fuel,Cents per litre,57,units,0,8.6,52.4
Mar-96,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Household heating fuel,Cents per litre,57,units,0,8.7,38.8
Mar-96,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,57.1
Mar-96,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.2,55.2
Mar-96,Toronto, Ontario,,Premium Unleaded,Cents per litre,57,units,0,9.3,67.1
Mar-96,Toronto, Ontario,,Premium Unleaded,Cents per litre,57,units,0,9.4,64.4
Mar-96,Toronto, Ontario,,Diesel Fuel,Cents per litre,57,units,0,9.5,51.6
Mar-96,Toronto, Ontario,,Diesel Fuel,Cents per litre,57,units,0,9.6,51.4
Mar-96,Toronto, Ontario,,Household heating fuel,Cents per litre,57,units,0,9.7,39.8
Mar-96,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,58.9
Mar-96,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.2,57.1
Mar-96,Thunder Bay, Ontario,,Premium Unleaded,Cents per litre,57,units,0,10.3,68.5
Mar-96,Thunder Bay, Ontario,,Premium Unleaded,Cents per litre,57,units,0,10.4,65.9
Mar-96,Thunder Bay, Ontario,,Household heating fuel,Cents per litre,57,units,0,10.7,44
Mar-96,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,56.9
Mar-96,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.2,55.9
Mar-96,Winnipeg, Manitoba,,Premium Unleaded,Cents per litre,57,units,0,11.3,66
Mar-96,Winnipeg, Manitoba,,Premium Unleaded,Cents per litre,57,units,0,11.4,64.4
Mar-96,Winnipeg, Manitoba,,Diesel Fuel,Cents per litre,57,units,0,11.5,48.6
Mar-96,Winnipeg, Manitoba,,Diesel Fuel,Cents per litre,57,units,0,11.6,49.1
Mar-96,Winnipeg, Manitoba,,Household heating fuel,Cents per litre,57,units,0,11.7,42.9
Mar-96,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,57.2
Mar-96,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.2,57.9
Mar-96,Regina, Saskatchewan,,Premium Unleaded,Cents per litre,57,units,0,12.3,65.3
Mar-96,Regina, Saskatchewan,,Premium Unleaded,Cents per litre,57,units,0,12.4,66.8
Mar-96,Regina, Saskatchewan,,Diesel Fuel,Cents per litre,57,units,0,12.5,50.8
Mar-96,Regina, Saskatchewan,,Diesel Fuel,Cents per litre,57,units,0,12.6,49.9
Mar-96,Regina, Saskatchewan,,Household heating fuel,Cents per litre,57,units,0,12.7,38
Mar-96,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,59.9
Mar-96,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.2,59.5
Mar-96,Saskatoon, Saskatchewan,,Premium Unleaded,Cents per litre,57,units,0,13.3,68.1
Mar-96,Saskatoon, Saskatchewan,,Premium Unleaded,Cents per litre,57,units,0,13.4,68.5
Mar-96,Saskatoon, Saskatchewan,,Diesel Fuel,Cents per litre,57,units,0,13.6,50.9
Mar-96,Saskatoon, Saskatchewan,,Household heating fuel,Cents per litre,57,units,0,13.7,40.9
Mar-96,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,50.7
Mar-96,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.2,50.4
Mar-96,Edmonton, Alberta,,Premium Unleaded,Cents per litre,57,units,0,14.3,59.7
Mar-96,Edmonton, Alberta,,Premium Unleaded,Cents per litre,57,units,0,14.4,59.5
Mar-96,Edmonton, Alberta,,Diesel Fuel,Cents per litre,57,units,0,14.5,44.6
Mar-96,Edmonton, Alberta,,Diesel Fuel,Cents per litre,57,units,0,14.6,45.4
Mar-96,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,51.4
Mar-96,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.2,50.3
Mar-96,Calgary, Alberta,,Premium Unleaded,Cents per litre,57,units,0,15.3,59.9
Mar-96,Calgary, Alberta,,Premium Unleaded,Cents per litre,57,units,0,15.4,59.3
Mar-96,Calgary, Alberta,,Diesel Fuel,Cents per litre,57,units,0,15.5,43.9
Mar-96,Calgary, Alberta,,Diesel Fuel,Cents per litre,57,units,0,15.6,44.8
Mar-96,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,58.7
Mar-96,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.2,56.6
Mar-96,Vancouver, British Columbia,,Premium Unleaded,Cents per litre,57,units,0,16.3,68.8
Mar-96,Vancouver, British Columbia,,Premium Unleaded,Cents per litre,57,units,0,16.4,66.3
Mar-96,Vancouver, British Columbia,,Diesel Fuel,Cents per litre,57,units,0,16.5,51.6
Mar-96,Vancouver, British Columbia,,Diesel Fuel,Cents per litre,57,units,0,16.6,52.1
Mar-96,Vancouver, British Columbia,,Household heating fuel,Cents per litre,57,units,0,16.7,41.5
Mar-96,Victoria, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,17.1,56
Mar-96,Victoria, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,17.2,54.6
Mar-96,Victoria, British Columbia,,Premium Unleaded,Cents per litre,57,units,0,17.3,65.6
Mar-96,Victoria, British Columbia,,Premium Unleaded,Cents per litre,57,units,0,17.4,64
Mar-96,Victoria, British Columbia,,Diesel Fuel,Cents per litre,57,units,0,17.5,52.8
Mar-96,Victoria, British Columbia,,Diesel Fuel,Cents per litre,57,units,0,17.6,50.9
Mar-96,Victoria, British Columbia,,Household heating fuel,Cents per litre,57,units,0,17.7,39.8
Mar-96,Whitehorse, Yukon,,Regular Unleaded,Cents per litre,57,units,0,18.1,62.6
Mar-96,Whitehorse, Yukon,,Regular Unleaded,Cents per litre,57,units,0,18.2,61.9
Mar-96,Whitehorse, Yukon,,Premium Unleaded,Cents per litre,57,units,0,18.3,71.3
Mar-96,Whitehorse, Yukon,,Premium Unleaded,Cents per litre,57,units,0,18.4,70.7
Mar-96,Whitehorse, Yukon,,Diesel Fuel,Cents per litre,57,units,0,18.5,56
Mar-96,Whitehorse, Yukon,,Diesel Fuel,Cents per litre,57,units,0,18.6,57.1
Mar-96,Whitehorse, Yukon,,Household heating fuel,Cents per litre,57,units,0,18.7,41.7
Mar-96,Yellowknife, Northwest Territories,,Regular Unleaded,Cents per litre,57,units,0,19.1,73.6
Mar-96,Yellowknife, Northwest Territories,,Regular Unleaded,Cents per litre,57,units,0,19.2,71.8
Mar-96,Yellowknife, Northwest Territories,,Premium Unleaded,Cents per litre,57,units,0,19.3,78.2
Mar-96,Yellowknife, Northwest Territories,,Premium Unleaded,Cents per litre,57,units,0,19.4,77.8
Mar-96,Yellowknife, Northwest Territories,,Diesel Fuel,Cents per litre,57,units,0,19.5,59.9
Mar-96,Yellowknife, Northwest Territories,,Diesel Fuel,Cents per litre,57,units,0,19.6,61.9
Mar-96,Yellowknife, Northwest Territories,,Household heating fuel,Cents per litre,57,units,0,19.7,38.2
Apr-96,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,64.5
Apr-96,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.2,61.8
Apr-96,St. John's, Newfoundland and Labrador,,Premium Unleaded,Cents per litre,57,units,0,2.3,72.7
Apr-96,St. John's, Newfoundland and Labrador,,Premium Unleaded,Cents per litre,57,units,0,2.4,69.9
Apr-96,St. John's, Newfoundland and Labrador,,Diesel Fuel,Cents per litre,57,units,0,2.5,70.1
Apr-96,St. John's, Newfoundland and Labrador,,Household heating fuel,Cents per litre,57,units,0,2.7,38.7
Apr-96,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,60.3
Apr-96,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.2,59.2
Apr-96,Charlottetown and Summerside, Prince Edward Island,,Premium Unleaded,Cents per litre,57,units,0,3.3,64.5
Apr-96,Charlottetown and Summerside, Prince Edward Island,,Premium Unleaded,Cents per litre,57,units,0,3.4,63.1
Apr-96,Charlottetown and Summerside, Prince Edward Island,,Diesel Fuel,Cents per litre,57,units,0,3.5,59.9
Apr-96,Charlottetown and Summerside, Prince Edward Island,,Diesel Fuel,Cents per litre,57,units,0,3.6,59
Apr-96,Charlottetown and Summerside, Prince Edward Island,,Household heating fuel,Cents per litre,57,units,0,3.7,37.2
Apr-96,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,50.8
Apr-96,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.2,52.1
Apr-96,Halifax, Nova Scotia,,Premium Unleaded,Cents per litre,57,units,0,4.3,58.8
Apr-96,Halifax, Nova Scotia,,Premium Unleaded,Cents per litre,57,units,0,4.4,60.3
Apr-96,Halifax, Nova Scotia,,Diesel Fuel,Cents per litre,57,units,0,4.5,53.9
Apr-96,Halifax, Nova Scotia,,Household heating fuel,Cents per litre,57,units,0,4.7,36.7
Apr-96,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,55.5
Apr-96,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.2,54.9
Apr-96,Saint John, New Brunswick,,Premium Unleaded,Cents per litre,57,units,0,5.3,63.4
Apr-96,Saint John, New Brunswick,,Premium Unleaded,Cents per litre,57,units,0,5.4,62.9
Apr-96,Saint John, New Brunswick,,Diesel Fuel,Cents per litre,57,units,0,5.5,56.5
Apr-96,Saint John, New Brunswick,,Household heating fuel,Cents per litre,57,units,0,5.7,40.6
Apr-96,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,62.4
Apr-96,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.2,62
Apr-96,Québec, Quebec,,Premium Unleaded,Cents per litre,57,units,0,6.3,72.8
Apr-96,Québec, Quebec,,Premium Unleaded,Cents per litre,57,units,0,6.4,72
Apr-96,Québec, Quebec,,Diesel Fuel,Cents per litre,57,units,0,6.5,54.8
Apr-96,Québec, Quebec,,Diesel Fuel,Cents per litre,57,units,0,6.6,55.9
Apr-96,Québec, Quebec,,Household heating fuel,Cents per litre,57,units,0,6.7,42.1
Apr-96,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,61.3
Apr-96,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.2,59.5
Apr-96,Montréal, Quebec,,Premium Unleaded,Cents per litre,57,units,0,7.3,71.5
Apr-96,Montréal, Quebec,,Premium Unleaded,Cents per litre,57,units,0,7.4,69.6
Apr-96,Montréal, Quebec,,Diesel Fuel,Cents per litre,57,units,0,7.5,54.6
Apr-96,Montréal, Quebec,,Diesel Fuel,Cents per litre,57,units,0,7.6,54.6
Apr-96,Montréal, Quebec,,Household heating fuel,Cents per litre,57,units,0,7.7,33.8
Apr-96,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,59
Apr-96,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.2,57.2
Apr-96,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Premium Unleaded,Cents per litre,57,units,0,8.3,68.4
Apr-96,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Premium Unleaded,Cents per litre,57,units,0,8.4,66.9
Apr-96,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Diesel Fuel,Cents per litre,57,units,0,8.5,54.1
Apr-96,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Diesel Fuel,Cents per litre,57,units,0,8.6,53.2
Apr-96,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Household heating fuel,Cents per litre,57,units,0,8.7,38.8
Apr-96,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.1,59.3
Apr-96,Toronto, Ontario,,Regular Unleaded,Cents per litre,57,units,0,9.2,58
Apr-96,Toronto, Ontario,,Premium Unleaded,Cents per litre,57,units,0,9.3,69.5
Apr-96,Toronto, Ontario,,Premium Unleaded,Cents per litre,57,units,0,9.4,67.4
Apr-96,Toronto, Ontario,,Diesel Fuel,Cents per litre,57,units,0,9.5,53.8
Apr-96,Toronto, Ontario,,Diesel Fuel,Cents per litre,57,units,0,9.6,53.3
Apr-96,Toronto, Ontario,,Household heating fuel,Cents per litre,57,units,0,9.7,39.8
Apr-96,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.1,64.1
Apr-96,Thunder Bay, Ontario,,Regular Unleaded,Cents per litre,57,units,0,10.2,62.7
Apr-96,Thunder Bay, Ontario,,Premium Unleaded,Cents per litre,57,units,0,10.3,73.5
Apr-96,Thunder Bay, Ontario,,Premium Unleaded,Cents per litre,57,units,0,10.4,70.9
Apr-96,Thunder Bay, Ontario,,Household heating fuel,Cents per litre,57,units,0,10.7,44.7
Apr-96,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.1,57.7
Apr-96,Winnipeg, Manitoba,,Regular Unleaded,Cents per litre,57,units,0,11.2,56.9
Apr-96,Winnipeg, Manitoba,,Premium Unleaded,Cents per litre,57,units,0,11.3,66.5
Apr-96,Winnipeg, Manitoba,,Premium Unleaded,Cents per litre,57,units,0,11.4,65.7
Apr-96,Winnipeg, Manitoba,,Diesel Fuel,Cents per litre,57,units,0,11.5,48.6
Apr-96,Winnipeg, Manitoba,,Diesel Fuel,Cents per litre,57,units,0,11.6,49.1
Apr-96,Winnipeg, Manitoba,,Household heating fuel,Cents per litre,57,units,0,11.7,43.5
Apr-96,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.1,59.7
Apr-96,Regina, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,12.2,58.9
Apr-96,Regina, Saskatchewan,,Premium Unleaded,Cents per litre,57,units,0,12.3,68.1
Apr-96,Regina, Saskatchewan,,Premium Unleaded,Cents per litre,57,units,0,12.4,67.9
Apr-96,Regina, Saskatchewan,,Diesel Fuel,Cents per litre,57,units,0,12.5,51.8
Apr-96,Regina, Saskatchewan,,Diesel Fuel,Cents per litre,57,units,0,12.6,50.6
Apr-96,Regina, Saskatchewan,,Household heating fuel,Cents per litre,57,units,0,12.7,39.1
Apr-96,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.1,61.9
Apr-96,Saskatoon, Saskatchewan,,Regular Unleaded,Cents per litre,57,units,0,13.2,61.7
Apr-96,Saskatoon, Saskatchewan,,Premium Unleaded,Cents per litre,57,units,0,13.3,70.1
Apr-96,Saskatoon, Saskatchewan,,Premium Unleaded,Cents per litre,57,units,0,13.4,70.5
Apr-96,Saskatoon, Saskatchewan,,Diesel Fuel,Cents per litre,57,units,0,13.6,50.9
Apr-96,Saskatoon, Saskatchewan,,Household heating fuel,Cents per litre,57,units,0,13.7,44.6
Apr-96,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.1,51.2
Apr-96,Edmonton, Alberta,,Regular Unleaded,Cents per litre,57,units,0,14.2,50.9
Apr-96,Edmonton, Alberta,,Premium Unleaded,Cents per litre,57,units,0,14.3,60.3
Apr-96,Edmonton, Alberta,,Premium Unleaded,Cents per litre,57,units,0,14.4,60
Apr-96,Edmonton, Alberta,,Diesel Fuel,Cents per litre,57,units,0,14.5,45.2
Apr-96,Edmonton, Alberta,,Diesel Fuel,Cents per litre,57,units,0,14.6,45.6
Apr-96,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.1,53.9
Apr-96,Calgary, Alberta,,Regular Unleaded,Cents per litre,57,units,0,15.2,53.7
Apr-96,Calgary, Alberta,,Premium Unleaded,Cents per litre,57,units,0,15.3,62.3
Apr-96,Calgary, Alberta,,Premium Unleaded,Cents per litre,57,units,0,15.4,62.7
Apr-96,Calgary, Alberta,,Diesel Fuel,Cents per litre,57,units,0,15.5,44.6
Apr-96,Calgary, Alberta,,Diesel Fuel,Cents per litre,57,units,0,15.6,45.1
Apr-96,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.1,61.5
Apr-96,Vancouver, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,16.2,60.1
Apr-96,Vancouver, British Columbia,,Premium Unleaded,Cents per litre,57,units,0,16.3,71.3
Apr-96,Vancouver, British Columbia,,Premium Unleaded,Cents per litre,57,units,0,16.4,69.8
Apr-96,Vancouver, British Columbia,,Diesel Fuel,Cents per litre,57,units,0,16.5,51.9
Apr-96,Vancouver, British Columbia,,Diesel Fuel,Cents per litre,57,units,0,16.6,54.4
Apr-96,Vancouver, British Columbia,,Household heating fuel,Cents per litre,57,units,0,16.7,41.5
Apr-96,Victoria, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,17.1,59.4
Apr-96,Victoria, British Columbia,,Regular Unleaded,Cents per litre,57,units,0,17.2,58.7
Apr-96,Victoria, British Columbia,,Premium Unleaded,Cents per litre,57,units,0,17.3,68.7
Apr-96,Victoria, British Columbia,,Premium Unleaded,Cents per litre,57,units,0,17.4,68.1
Apr-96,Victoria, British Columbia,,Diesel Fuel,Cents per litre,57,units,0,17.5,51.4
Apr-96,Victoria, British Columbia,,Diesel Fuel,Cents per litre,57,units,0,17.6,50.9
Apr-96,Victoria, British Columbia,,Household heating fuel,Cents per litre,57,units,0,17.7,40.2
Apr-96,Whitehorse, Yukon,,Regular Unleaded,Cents per litre,57,units,0,18.1,65.4
Apr-96,Whitehorse, Yukon,,Regular Unleaded,Cents per litre,57,units,0,18.2,64.9
Apr-96,Whitehorse, Yukon,,Premium Unleaded,Cents per litre,57,units,0,18.3,73.1
Apr-96,Whitehorse, Yukon,,Premium Unleaded,Cents per litre,57,units,0,18.4,72.2
Apr-96,Whitehorse, Yukon,,Diesel Fuel,Cents per litre,57,units,0,18.5,56.2
Apr-96,Whitehorse, Yukon,,Diesel Fuel,Cents per litre,57,units,0,18.6,58.1
Apr-96,Whitehorse, Yukon,,Household heating fuel,Cents per litre,57,units,0,18.7,41.7
Apr-96,Yellowknife, Northwest Territories,,Regular Unleaded,Cents per litre,57,units,0,19.1,73.6
Apr-96,Yellowknife, Northwest Territories,,Regular Unleaded,Cents per litre,57,units,0,19.2,71.8
Apr-96,Yellowknife, Northwest Territories,,Premium Unleaded,Cents per litre,57,units,0,19.3,78.2
Apr-96,Yellowknife, Northwest Territories,,Premium Unleaded,Cents per litre,57,units,0,19.4,77.8
Apr-96,Yellowknife, Northwest Territories,,Diesel Fuel,Cents per litre,57,units,0,19.5,59.9
Apr-96,Yellowknife, Northwest Territories,,Diesel Fuel,Cents per litre,57,units,0,19.6,60.9
Apr-96,Yellowknife, Northwest Territories,,Household heating fuel,Cents per litre,57,units,0,19.7,38.7
May-96,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.1,66.6
May-96,St. John's, Newfoundland and Labrador,,Regular Unleaded,Cents per litre,57,units,0,2.2,63.9
May-96,St. John's, Newfoundland and Labrador,,Premium Unleaded,Cents per litre,57,units,0,2.3,74.6
May-96,St. John's, Newfoundland and Labrador,,Premium Unleaded,Cents per litre,57,units,0,2.4,72
May-96,St. John's, Newfoundland and Labrador,,Diesel Fuel,Cents per litre,57,units,0,2.5,71.9
May-96,St. John's, Newfoundland and Labrador,,Household heating fuel,Cents per litre,57,units,0,2.7,38.6
May-96,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.1,60.4
May-96,Charlottetown and Summerside, Prince Edward Island,,Regular Unleaded,Cents per litre,57,units,0,3.2,59.5
May-96,Charlottetown and Summerside, Prince Edward Island,,Premium Unleaded,Cents per litre,57,units,0,3.3,64.6
May-96,Charlottetown and Summerside, Prince Edward Island,,Premium Unleaded,Cents per litre,57,units,0,3.4,63.8
May-96,Charlottetown and Summerside, Prince Edward Island,,Diesel Fuel,Cents per litre,57,units,0,3.5,59.9
May-96,Charlottetown and Summerside, Prince Edward Island,,Diesel Fuel,Cents per litre,57,units,0,3.6,59.2
May-96,Charlottetown and Summerside, Prince Edward Island,,Household heating fuel,Cents per litre,57,units,0,3.7,37.2
May-96,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.1,63.4
May-96,Halifax, Nova Scotia,,Regular Unleaded,Cents per litre,57,units,0,4.2,60.9
May-96,Halifax, Nova Scotia,,Premium Unleaded,Cents per litre,57,units,0,4.3,71.4
May-96,Halifax, Nova Scotia,,Premium Unleaded,Cents per litre,57,units,0,4.4,68.9
May-96,Halifax, Nova Scotia,,Diesel Fuel,Cents per litre,57,units,0,4.5,53.6
May-96,Halifax, Nova Scotia,,Household heating fuel,Cents per litre,57,units,0,4.7,37.3
May-96,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.1,57.4
May-96,Saint John, New Brunswick,,Regular Unleaded,Cents per litre,57,units,0,5.2,56.4
May-96,Saint John, New Brunswick,,Premium Unleaded,Cents per litre,57,units,0,5.3,65.3
May-96,Saint John, New Brunswick,,Premium Unleaded,Cents per litre,57,units,0,5.4,64.4
May-96,Saint John, New Brunswick,,Diesel Fuel,Cents per litre,57,units,0,5.5,56.5
May-96,Saint John, New Brunswick,,Household heating fuel,Cents per litre,57,units,0,5.7,40.6
May-96,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.1,68.7
May-96,Québec, Quebec,,Regular Unleaded,Cents per litre,57,units,0,6.2,68.4
May-96,Québec, Quebec,,Premium Unleaded,Cents per litre,57,units,0,6.3,78.9
May-96,Québec, Quebec,,Premium Unleaded,Cents per litre,57,units,0,6.4,78.4
May-96,Québec, Quebec,,Diesel Fuel,Cents per litre,57,units,0,6.5,55.3
May-96,Québec, Quebec,,Diesel Fuel,Cents per litre,57,units,0,6.6,56.2
May-96,Québec, Quebec,,Household heating fuel,Cents per litre,57,units,0,6.7,42.1
May-96,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.1,68.2
May-96,Montréal, Quebec,,Regular Unleaded,Cents per litre,57,units,0,7.2,67.5
May-96,Montréal, Quebec,,Premium Unleaded,Cents per litre,57,units,0,7.3,78.3
May-96,Montréal, Quebec,,Premium Unleaded,Cents per litre,57,units,0,7.4,77.7
May-96,Montréal, Quebec,,Diesel Fuel,Cents per litre,57,units,0,7.5,54.9
May-96,Montréal, Quebec,,Diesel Fuel,Cents per litre,57,units,0,7.6,54.9
May-96,Montréal, Quebec,,Household heating fuel,Cents per litre,57,units,0,7.7,33.6
May-96,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.1,61.3
May-96,Ottawa-Gatineau, Ontario part, Ontario/Quebec,Regular Unleaded,Cents per litre,57,units,0,8.2,59.3
